label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
1,0.44981334467171885,0.5430999481829213,0.0,0.5903195267225516,0.4301484002638629,0.3210602800737356,0.8561388873024205,0.31061691247261
1,0.5311309761330284,0.18458289731486904,0.21061557789484892,0.3926988366685927,0.6882754615147043,0.18385677417713395,1.0,0.37529924672580844
1,0.41198442611670105,0.39694046329466803,0.31910834988736814,0.4536114966145648,0.2887057250503316,0.2213184537874525,0.8336130716063322,0.1788637705661938
1,0.7758691275937087,0.726898962683247,0.22342290442907928,0.4787426468961095,0.3564809838833238,0.4280616049201652,0.6885797447983326,0.6664214708801317
1,0.48541811102634924,0.10759767482449636,0.5334780523297428,0.6892369794128276,0.7693134405656447,0.4342679278634948,0.5856806232322446,0.5483777847398287
1,0.42429523722458456,0.5821060262565432,0.2592538748914496,0.3603852375619542,0.3942906665140728,0.24488971163423448,0.9363638831344446,0.017842609925939716
1,0.3898442754176804,0.16520605387399195,0.46695282487852474,0.7347383595588801,0.7051230841487749,0.4496862686493348,0.4755286113611074,0.5336467012608165
1,0.5862808122095247,0.4016417946549496,0.40519582950390265,0.6571470916818043,0.8510936235148486,0.4702175937837846,0.6165776897402223,0.4748775243108904
1,0.631687236606004,0.4438264959017251,0.7278839068415304,0.6321702657912621,0.3181600312138739,0.7891924996567167,0.356002950300256,0.4605140566717664
1,0.4800516515257303,0.5098761803620778,0.5117269500816963,0.7168168175277952,0.5255990756798075,0.45652524051996823,0.5036439386414514,0.6021543888069141
1,0.5034368619095201,0.6406211769231521,0.35544197762372864,0.6167048874015454,0.314668942301708,0.41066518396348606,0.5992827868131063,0.44261978627261744
1,0.6291093529357185,0.045531654775273246,0.5980145512221866,0.7568164748956298,0.7160709578226037,0.6338439289943761,0.5299922057244139,0.44377394894748995
1,0.807990123817639,0.5579518960622033,0.34830651338455776,0.3362988534642788,0.2795262480625075,0.47233000665278274,0.7824086805623806,0.588059228129039
1,0.3488874897151957,0.5951887045354568,0.40339915995054343,0.441916836257733,0.09629745168920684,0.3609215921156565,0.7115335793355193,0.28508860811762565
1,0.37271766671046214,0.2626700491486905,0.7039230532886913,0.6265354850061022,0.4088257304418099,0.43593681525895916,0.5077713135482828,0.3481369174708514
1,0.4483842598118022,0.8048633158698726,0.3717676523656977,0.5595142238369237,0.1209980853509102,0.42686807826395945,0.565122596884979,0.6547959040463491
1,0.36938363892985887,0.4141948127284777,0.5632271578001989,0.6197712546727911,0.43447450118738895,0.5048215567986803,0.44985294565038875,0.649071990750891
1,0.7245483403636005,0.4831201839164268,1.0,0.5549395542673312,0.36114586083793954,0.7321280188592891,0.1672935033629314,0.9417681270231297
1,0.6509074010959427,0.3268056192657384,0.5739137928232738,0.24560145369313566,0.49173054408583544,0.42745428838408733,0.7543888609770343,0.3178581309214217
1,0.592335789710926,0.5294911799958294,0.6170416516814841,0.5684664372977798,0.4764785004353797,0.6206008607230339,0.439357819766633,0.4870283656155982
1,0.41027022382837647,0.4384261301858041,0.22907380105995176,0.6434768176063314,0.4058895597305136,0.4289272609671337,0.6780625074311601,0.3967320467592882
1,0.43266736783858106,0.7393109025585954,0.09981936049370377,0.397839625875666,0.17014780127915383,0.2785405673393868,0.772351887847859,0.7701346663179518
1,0.2840738390333132,0.24006223536186366,0.2584591597075205,0.4805318439274504,0.5197140561090304,0.18387096203784845,0.8947019072321575,0.2365957270526307
1,0.48458021989521244,0.4086443857375321,0.2941428921886625,0.6879593624108299,0.5719348357155756,0.3314436313920779,0.5904502695854135,0.9181782442021271
1,0.4495097767172854,0.6911639411448839,0.26536582081636473,0.6279113526185903,0.3946875367716659,0.3300078534172673,0.7109619055032639,0.5023588283008067
1,0.4327444198531933,0.37228173424606875,0.3546116478656166,0.3812144414515556,0.4550994069386281,0.3456044620509874,0.8745827832154056,0.08606024713961465
1,0.36265354316677784,0.4530098438947463,0.3964363505685035,0.6066443509841037,0.5203776226681157,0.10655084664295256,0.8234895617232892,0.5759957998361965
1,0.7156462041263031,0.7398342340742775,0.4760411386303528,0.5106659322829887,0.25487012980463314,0.5675203508430586,0.5473772475434737,0.5504702668377
1,0.5263932143698815,0.4061843782480355,0.5264893762288035,0.8656166661785644,0.42006283813332707,0.5849386099771916,0.42007865242948805,0.7381654318001418
1,0.5472433344122107,0.377067832129624,0.33971604063378413,0.5733736813991785,0.4942787461049642,0.4202948046848649,0.6500101713162534,0.7476215120126946
1,0.5611659698180819,0.3370500432181025,0.7616595881277994,0.5445186628565788,0.37317498059474236,0.6751925512820529,0.40672804789816625,0.5448005021835449
1,0.6353329933763713,0.4684721203423031,0.29807280540731,0.2995581454748995,0.465147958770794,0.249969153031504,0.8892597493271652,0.5008892529338953
1,1.0,0.509827635270366,0.5431507714529901,0.47175846053987724,0.3339363493857393,1.0,0.44066982007412847,0.5377196274478352
1,0.6178898330264813,0.31542644157027466,0.8489290349574321,0.5588298115033141,0.6405870324051522,0.6518279027325675,0.32579869545248086,0.8118985574531749
1,0.6712003027216048,0.4474187868075563,0.5411414521193336,0.5853955998763097,0.5351307334143318,0.5947970858600048,0.5823657276097604,0.48682833670952286
1,0.6430082729710798,0.48486135418524323,0.5861673534982756,0.6497672464215186,0.40553913557469856,0.6681941842699795,0.46711371905257293,0.6287460604460174
1,0.60731191409986,0.494956422544603,0.8380024461182954,0.6762350466712721,0.4217244659876903,0.7454471731608907,0.2682451502905021,0.6424989582868617
1,0.5963004737486982,0.0,0.6094642356230674,0.5967967873993241,0.6968423628670701,0.4308493050425613,0.6681449670297106,0.4866740529987217
1,0.35262913900882925,0.36110978401506566,0.39444557268598945,0.6252828451216123,0.5800677940270865,0.41237178661841767,0.612227877475239,0.4321324622845221
1,0.3733785836923255,0.6027324975784116,0.2656959654516574,0.41371907905952393,0.37156183163202516,0.21674692008368399,0.7931498621209411,0.27643821946809605
1,0.2859463232241422,0.43282793360889843,0.4425894856568103,0.6642521153512658,0.45840564056576616,0.31198289246580746,0.5727866106305701,0.30085507214218893
1,0.6414148491600808,0.8615748529835351,0.7305050598338722,0.30715986067977435,0.21269155342450022,0.32989736277297893,0.6719398347402202,0.4846149746140892
1,0.36674616887569217,0.14145240013470997,0.29233212056567065,0.6943332926916352,0.724699759512006,0.408875497754899,0.6577688056891163,0.5107258877048859
1,0.5160940346177076,0.4174280261493078,0.384689752359908,0.7413900595795466,0.5558745264452426,0.6475469215260793,0.518159801998113,0.47625859632177503
1,0.5294566090908945,0.5600441547489188,0.6047188482205914,0.5472830328454372,0.42613961097752434,0.415067778560042,0.4845223602492068,0.6118979888793022
1,0.5438023704972937,0.41704642463993247,0.47885389987140986,0.5800318030804059,0.7028521891149416,0.40050922981514864,0.5306217765503403,0.7491959313874188
1,0.717210360866389,0.5264359516218833,0.36265396701532215,0.5459082571934931,0.6450629874964269,0.47400291556637403,0.6949129515566859,0.6207799490450756
1,0.2728364392016599,0.3105609056855711,0.299592431820755,0.6824116203746241,0.48674860486518734,0.15685928200464083,0.790453217117129,0.37394175711540745
1,0.5990947765764891,0.7406929579617707,0.2991861150173941,0.4224162702426252,0.26100746044213224,0.5000145009173995,0.6761511739713288,0.5110025299086062
1,0.475341681114475,0.4592592747395157,0.3404229853847342,0.33004101463431074,0.39028023836604214,0.2715077378369895,0.8956269691190967,0.056175995527343266
1,0.49190744083892163,0.28397285246519494,0.38853390950854233,0.44915289595750174,0.6732211627248841,0.32871846043528435,0.8534995292220688,0.0
1,0.6159070236410632,0.7836407511077507,0.09139326318447256,0.4046934405680405,0.23373651313014465,0.29697731464594457,0.8778145617876887,0.5124274863060536
1,0.42255166885928924,0.5609244809636071,0.22100382244189562,0.5885094676605485,0.21431926467439683,0.49551263372471166,0.6210951582677675,0.3413083645315539
1,0.348825665899875,0.3278383209568754,0.46503234166286755,0.6339423930047133,0.6522826032493549,0.28921526766514855,0.5870719834602034,0.5096939417972824
1,0.47531241634348703,0.3051361806305927,0.3636375815019199,0.7142183210585384,0.8823450067335852,0.4394929382532935,0.6546650691343063,0.2838701186193366
1,0.5938750821994285,0.5037886606990323,0.2744783705398206,0.563378912329235,0.7406617112771087,0.4673389788594136,0.64720883338239,0.3004124842825717
1,0.5036799824255217,0.463118843257013,0.4020789482209806,0.599022837718436,0.3833351628460524,0.5895878136625241,0.4980201830476204,0.47694587170863545
1,0.3854960354949831,0.2770860561812043,0.4129951517839966,0.6992206853481616,0.716928181273402,0.344378983981701,0.6535597594561469,0.4289978419348656
1,0.6697937795140885,0.31501596472544663,0.3668311992466979,0.5075145756373398,0.46501403566609295,0.6629271676111036,0.6624623568087699,0.23242326406941605
1,0.5707080037781218,0.5779462513967422,0.3975086711694864,0.45409524627323483,0.47327872983586905,0.2814093082337591,0.7657992306520348,0.5992423307676858
1,0.629698411343405,0.3757261249391084,0.43053213906760396,0.4020453885669761,0.5304845087939735,0.3411512692491849,0.8243669946119683,0.36232608392624294
1,0.5579776315907157,0.35836970051925304,0.23923673264491213,0.7267615268902999,0.6545127817457299,0.5486924013025412,0.668414130674119,0.300169918007292
1,0.5151272693811296,0.6319357635007479,0.8675526714481113,0.8260911072305314,0.29806510188615526,0.833301942339798,0.0,0.8803263319852122
1,0.6470144134162725,0.42804122033237574,0.4400337869291393,0.5072292153878191,0.5656215338087818,0.6339084568019208,0.6627568440247742,0.11556899014789093
1,0.4445209641155979,0.08688364240534538,0.5904610259541108,0.7529358614292483,0.6492776462700383,0.45195251667513736,0.5772971436249085,0.6552770129436012
1,0.33748588989807055,0.46313457886788006,0.056583606580041815,0.6367690880121967,0.6199657632521623,0.32241706426519173,0.7793264630016223,0.2752965784766589
1,0.621116075846171,0.2239084107766094,0.634727764404457,0.7035583692225384,0.7362085883252595,0.46992005042026996,0.409482477330613,0.9439460380956993
1,0.30005773616680037,0.20166414829664944,0.6249844122789927,0.7865843062025035,0.6707697976328705,0.4933862922140742,0.4163487208627359,0.5109777045576402
1,0.5052932357379313,0.4553641166186663,0.2316078869512163,0.6597942098216972,0.34241392490446054,0.5625861303007632,0.543359043083515,0.48569246197329513
1,0.6131496259071461,0.4801816015347389,0.5265808403775061,0.44156794073894673,0.37938939310362296,0.4812919563856167,0.7013085975644444,0.23015905074878756
1,0.6897727939175159,0.6275751792269714,0.4594762053508215,0.24302730083113647,0.2655719402741233,0.405093272858453,0.7840164757441812,0.3394875444474936
1,0.6087917189357664,0.6810725365433293,0.44046648725737486,0.546541668789384,0.39720224245564895,0.3995655825349193,0.55804242929092,0.8309443278792218
1,0.4497573596581707,0.39938596222414996,0.7164729500585624,0.6469041033019484,0.42326494280031657,0.5505521215218374,0.40416882622888434,0.4946260486146362
